reverse,transformed,related,reverse list iterator,transformed list iterator
entry,utils,no,map entry,map utils
decorate,predicated,related,decorate map,predicated map,decorate collection,predicated collection,decorate buffer,predicated buffer,decorate list,predicated list,decorate bag,predicated bag
factory,constant,no,test factory transformer,test constant transformer,factory transformer,constant transformer
tail,full,no,bulk test tail map,test full map serialization,bulk test tail map,test full map iterator,bulk test tail map,test full map compatibility
link,entry,no,link iterator,entry iterator,link iterator,entry iterator
list,key,related,test sub list remove,test multi key remove
flat,switch,related,test flat map iterator,test switch map closure,test flat map iterator,test switch map transformer
map,iterator,related,bulk test sub map,bulk test list iterator
sub,iterable,related,bulk test sub map,abstract test iterable map
bean,invert,related,test bean map,test invert map
create,current,no,create entry,current entry
tail,verify,no,tail map,verify map
leaf,notifying,no,leaf iterator,notifying iterator
double,object,no,get some double value,set some object value,set some double value,set some object value,get some double value,get some object value,set some double value,get some object value
full,empty,antonym,test full map serialization,test empty list serialization,make full map iterator,make empty list iterator,test full map iterator,test empty list iterator,test full map compatibility,test empty list compatibility
bag,list,related,test full bag serialization,test empty list serialization,test full bag compatibility,test empty list compatibility
list,singleton,related,test list iterator navigation,test singleton iterator remove,test list iterator set,test singleton iterator remove,test list iterator,test singleton iterator,bulk test list iterator,test singleton iterator remove,list iterator,singleton iterator,list iterator,singleton iterator,test list iterator add,test singleton iterator remove,test list list iterator,test singleton list iterator,abstract test list iterator,test singleton iterator remove,test list iterator wrapper,test singleton iterator remove,test list iterator remove,test singleton iterator remove,test list iterator,test singleton iterator
null,entry,no,next null,next entry
add,supports,related,add set value,supports set value
key,capacity,no,check key,check capacity
factory,serialization,no,test lazy map factory,test full map serialization
remove,serialization,no,test sub list remove,test full list serialization,test sub list remove,test empty list serialization
isempty,hashcode,no,test map is empty,test map hash code
put,map,no,test multi key put,test lrumulti key map,test multi key put,test multi key map
bounded,circular,near antonym,bounded fifo buffer,circular fifo buffer,test bounded fifo buffer,test circular fifo buffer,test bounded fifo buffer remove,test circular fifo buffer remove,test bounded fifo buffer remove,test circular fifo buffer circular
lru,first,no,test remove lru,test remove first,remove lru,remove first
label,stream,no,test verbose print null label,test verbose print null stream,test debug print null label,test debug print null stream,test debug print null label,test verbose print null stream,test debug print null stream,test verbose print null label
remove,circular,no,test bounded fifo buffer remove,test circular fifo buffer circular,test circular fifo buffer remove,test circular fifo buffer circular,test unbounded fifo buffer remove,test circular fifo buffer circular
list,collection,related,test value list view,test value collection type
keyed,empty,related,test keyed iterator,test empty iterator
interval,capacity,no,check interval,check capacity
add,hash,no,add iterator,hash iterator,add entry,hash entry,add entry,hash entry
hash,tree,no,test dual hash bidi map,test dual tree bidi map,dual hash bidi map,dual tree bidi map,test fast hash map,test fast tree map,fast hash map,fast tree map,hash map,tree map,tree iterator,hash iterator,test tree bag,test hash bag,hash bag,tree bag
multi,transform,no,multi key,transform key
closure,decorate,no,test transformer closure,test transformer decorate
sorted,ordered,synonym,test lazy sorted map,test list ordered map
composite,defaulted,related,test composite map,test defaulted map,composite map,defaulted map
list,array,related,test list list iterator,test object array iterator
and,instanceof,no,and predicate,instanceof predicate
flat,transform,related,flat map,transform map
map,view,no,map iterator,view iterator
check,verify,synonym,check map,verify map
string,decorate,no,string buffer,decorate buffer
invert,reference,no,test invert map,test reference map
map,collection,related,abstract sorted map decorator,abstract serializable collection decorator
inverse,unmodifiable,related,test inverse bidi map,test unmodifiable ordered map
char,float,related,set some char value,get some float value,set some char value,set some float value,get some char value,get some float value,get some char value,set some float value
hash,previous,no,hash index,previous index,hash entry,previous entry,hash entry,previous entry
proxy,linked,related,proxy map,linked map,proxy list iterator,linked list iterator
bidi,delegate,related,create bidi map,create delegate map
first,previous,related,test first key,test previous key,first key,previous key
