static text,round rectangle, 0.5,1,static text report element,round rectangle report element
check,insert,related,check update,insert update
dataset,xyzdataset,related,read dataset,read xyzdataset
value,element,related,update values,update elements,add value to serie,add element to group
plot,dplot,related,read bar plot,read bar dplot,bar plot,bar dplot,read pie plot,read pie dplot,pie plot,pie dplot
added,reset,related,get added group,get reset group,set added group,set reset group
insert,export,related,insert string,export string
plugins,configuration, 0.5,1,load plugins,load configuration
state,language, 0.5,1,state changed,language changed
low,high,antonym,j rtext expression low text changed,j rtext expression high text changed,set low expression,set high expression,get low expression,get high expression
key,serie,no,get key expression,get serie expression,set key expression,set serie expression,get key name,get serie name,set key name,set serie name
key,unit,related,get key name,get unit name,set key name,set unit name
reset,process,related,reset series,process series
update,duplicate,related,update parameters,duplicate parameters,update variables,duplicate variables,update fields,duplicate fields
close,zvalue, 0.666666666666667,2,set close expression,set zvalue expression,get close expression,get zvalue expression
min,conversion, 0.666666666666667,2,get min value,get conversion value,set min value,set conversion value
view,font, 0.666666666666667,2,get view mode,get font mode,set view mode,set font mode
box,xmlgraphic, 0.666666666666667,1,write box element,write xmlgraphic element
key,locale, 0.5,1,key adapter,locale adapter
translated,default,related,get translated compile directory,get default compilation directory
key,xvalue, 0.666666666666667,2,get key expression,get xvalue expression,set key expression,set xvalue expression
handler,changed,no,document handler,document changed
replaced,transform,related,replaced elements operation,transform elements operation
focus,component,no,focus handler,component handler
connection,compatibility,no,connection dialog,compatibility dialog
height,directory,no,set report height,set report directory,get report height,get report directory
number,plugin,no,number entry,plugin entry
name,element,related,set chart name,set chart element
file,filename,related,find report frame by file,find report frame by filename
fonts,prompt,no,fonts dialog,prompt dialog
reset,expression,no,set serie reset,set serie expression,get serie reset,get serie expression
wizard,options,no,wizard dialog,options dialog
style,connection,no,update styles,update connections,style dialog,connection dialog,styles dialog,connections dialog
next,export,no,next page,export page
title,value,related,set title expression,set value expression,get value expression,get title expression
drag,press,related,mouse dragged,mouse pressed
start,finished,near antonym,start compiling,finished compiling,start find,finished find
