press,release,antonym,invoked when a key has been pressed,invoked when a key has been released,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newbounds,oldbounds,antonym,rectangle newbounds new rectanglere getbounds,rectangle oldbounds new rectanglere getbounds,rectangle oldbounds clickedre getbounds,rectangle newbounds clickedre getbounds,rectangle newbounds new rectangle re getposition x,rectangle oldbounds new rectangle re getposition x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,first,antonym,if the last character is a newline character,if the first character is a newline character,if the last character is also a newline,if the first character is a newline character,the last token in the list,the first token in the list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isprintrepeatedvalues,isprintwhendetailoverflows,identifier,getter for property isprintrepeatedvalues,getter for property isprintwhendetailoverflows,setter for property isprintrepeatedvalues,setter for property isprintwhendetailoverflows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logonconsole,logonconsoleint,identifier,getmainframe logonconsole innerx + innerx +n,getmainframe logonconsoleint innerx + int innerx +n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beginevent_after_page_init,endevent_before_detail_eval,identifier,begin event_after_page_init please dont touch or move this comment,end event_before_detail_eval please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endevent_before_report_init,beginevent_after_column_init,identifier,end event_before_report_init please dont touch or move this comment,begin event_after_column_init please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,jreportframe,no,getter for property key,getter for property jreportframe,setter for property key,setter for property jreportframe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position,splitallowed,identifier,getter for property position,getter for property splitallowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jreportframe,isprintinfirstwholeband,identifier,getter for property jreportframe,getter for property isprintinfirstwholeband,setter for property jreportframe,setter for property isprintinfirstwholeband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parent,bound,identifier,getter for property parent,getter for property bounds,setter for property parent,setter for property bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transparent,isprintrepeatedvalues,identifier,getter for property transparent,getter for property isprintrepeatedvalues,setter for property transparent,setter for property isprintrepeatedvalues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endevent_after_detail_eval,beginevent_before_group_init,identifier,end event_after_detail_eval please dont touch or move this comment,begin event_before_group_init please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endevent_after_group_init,beginevent_before_detail_eval,identifier,end event_after_group_init please dont touch or move this comment,begin event_before_detail_eval please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isremovelinewhenblank,isprintrepeatedvalues,identifier,getter for property isremovelinewhenblank,getter for property isprintrepeatedvalues,setter for property isremovelinewhenblank,setter for property isprintrepeatedvalues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endevent_after_detail_eval,beginevent_after_page_init,identifier,end event_after_detail_eval please dont touch or move this comment,begin event_after_page_init please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endevent_after_column_init,beginevent_after_page_init,identifier,end event_after_column_init please dont touch or move this comment,begin event_after_page_init please dont touch or move this comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bounds,isprintwhendetailoverflows,identifier,getter for property bounds,getter for property isprintwhendetailoverflows,setter for property bounds,setter for property isprintwhendetailoverflows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,fgcolor,identifier,getter for property key,getter for property fgcolor,setter for property key,setter for property fgcolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bounds,isprintinfirstwholeband,identifier,getter for property bounds,getter for property isprintinfirstwholeband,setter for property bounds,setter for property isprintinfirstwholeband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
band,isremovelinewhenblank,identifier,getter for property band,getter for property isremovelinewhenblank,setter for property band,setter for property isremovelinewhenblank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
action,positiontype,identifier,getter for property action,getter for property positiontype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
